province,municipality,barangay,asf_lab_records,asf_sample_total,asf_positive_total,asf_negative_total,asf_positive_rate_pct,asf_tested_barangays,asf_affected_barangays,asf_first_report_date,asf_latest_report_date,asf_status,asf_risk_score,asf_source_note,asf_whole_blood_samples,asf_whole_blood_positive,asf_whole_blood_negative,asf_organ_samples,asf_organ_positive,asf_organ_negative,asf_environmental_swab_samples,asf_environmental_swab_positive,asf_environmental_swab_negative,asf_fecal_swab_samples,asf_fecal_swab_positive,asf_fecal_swab_negative,asf_meat_products_samples,asf_meat_products_positive,asf_meat_products_negative
Cagayan,LALLO,BAGUMBAYAN,4,6,3,3,50.00,1,1,2021-02-11,2021-05-06,Affected,24.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,CAMBONG,1,1,0,1,0.00,1,0,2021-05-11,2021-05-11,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,CATAAYAUAN,5,10,0,10,0.00,1,0,2021-03-23,2021-03-23,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,CATAUAYAUAN,1,1,0,1,0.00,1,0,2021-05-06,2021-05-06,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,MAGAPIT,3,3,1,2,33.33,1,1,2021-02-26,2021-05-06,Affected,15.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,MAXINGAL,2,2,0,2,0.00,1,0,2021-05-06,2021-05-06,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,N/A,1,12,0,12,0.00,1,0,2021-11-05,2021-11-05,At-risk,6.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,NAGUILIAN,1,1,0,1,0.00,1,0,2021-05-11,2021-05-11,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,ROSARIO,5,7,2,5,28.57,1,1,2021-03-23,2021-05-06,Affected,15.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,SAN LORENZO,2,5,4,1,80.00,1,1,2021-02-17,2021-05-06,Affected,36.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,SLH TUCALANA,7,7,1,6,14.29,1,1,2021-11-08,2021-11-08,Affected,9.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,STA. MARIA,6,12,7,5,58.33,1,1,2021-02-09,2021-05-06,Affected,33.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,TACALANA,1,5,0,5,0.00,1,0,2021-02-11,2021-02-11,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,TACULANA,5,5,5,0,100.00,1,1,2021-02-04,2021-03-09,Affected,44.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,LALLO,TUCALANA,3,7,7,0,100.00,1,1,2021-03-01,2021-03-01,Affected,47.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,Abagao,6,6,1,5,16.67,2,1,2021-08-23,2024-09-06,Affected,9.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,Alagia,2,2,0,2,0.00,1,0,2023-02-27,2024-11-19,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Lal-lo,Alaguia,7,20,1,19,5.00,2,1,2021-08-23,2024-03-07,Affected,7.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,1,3,0,0,0,16,0,16,0,0,0,0,0,0
Cagayan,Lal-lo,Bagumbayan,5,14,0,14,0.00,2,0,2021-08-23,2023-03-20,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,13,0,13,0,0,0,0,0,0
Cagayan,Lal-lo,Bangag,4,14,5,9,35.71,1,1,2022-02-08,2024-11-19,Affected,22.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,0,9,0,0,0,5,5,0,0,0,0,0,0,0
Cagayan,Lal-lo,Bical,2,2,2,0,100.00,1,1,2024-09-18,2024-09-18,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,Cagoran,5,5,0,5,0.00,1,0,2023-02-27,2023-03-20,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
Cagayan,Lal-lo,Cambong,2,4,2,2,50.00,1,1,2023-08-03,2024-11-06,Affected,22.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,Catayauan,6,10,0,10,0.00,2,0,2021-08-23,2023-03-20,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,9,0,9,0,0,0,0,0,0
Cagayan,Lal-lo,Catugan,1,2,2,0,100.00,1,1,2023-11-16,2023-11-16,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,Dagupan,5,7,3,4,42.86,1,1,2023-02-27,2024-10-21,Affected,21.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,4,0,4,0,0,0,0,0,0
Cagayan,Lal-lo,Dalaya,1,4,0,4,0.00,1,0,2022-03-22,2022-03-22,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,Fraina,2,2,0,2,0.00,1,0,2023-02-27,2023-02-27,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Lal-lo,Fusina,2,2,0,2,0.00,1,0,2023-03-20,2023-03-20,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Lal-lo,Logac,15,58,0,58,0.00,1,0,2020-04-30,2023-03-20,At-risk,10.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,39,0,39,0,0,0,19,0,19,0,0,0,0,0,0
Cagayan,Lal-lo,Magapit,5,7,0,7,0.00,2,0,2021-08-23,2023-03-20,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Lal-lo,Malanao,1,1,1,0,100.00,1,1,2023-11-16,2023-11-16,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,Maxingal,4,19,0,19,0.00,1,0,2022-01-05,2023-03-20,At-risk,6.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,17,0,17,0,0,0,0,0,0
Cagayan,Lal-lo,Miyingal,2,2,0,2,0.00,1,0,2023-02-27,2023-02-27,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Lal-lo,N/A,1,10,0,10,0.00,1,0,2022-01-05,2022-01-05,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
Cagayan,Lal-lo,Naguilian,2,10,0,10,0.00,1,0,2022-02-21,2022-02-21,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0
Cagayan,Lal-lo,Naguillan,6,6,0,6,0.00,1,0,2023-02-27,2023-03-20,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0
Cagayan,Lal-lo,Rosario,4,13,0,13,0.00,1,0,2022-02-21,2022-03-22,At-risk,6.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,10,0,10,0,0,0,0,0,0
Cagayan,Lal-lo,San Jose,1,1,1,0,100.00,1,1,2024-11-14,2024-11-14,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lal-lo,San Lorenzo,16,43,0,43,0.00,2,0,2021-08-23,2023-03-20,At-risk,9.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,0,9,0,0,0,34,0,34,0,0,0,0,0,0
Cagayan,Lal-lo,San Marianio,1,1,0,1,0.00,1,0,2023-02-27,2023-02-27,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Lal-lo,San Mariano,1,1,0,1,0.00,1,0,2023-03-20,2023-03-20,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Lal-lo,Santa Maria,3,3,0,3,0.00,1,0,2023-02-27,2023-02-27,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
Cagayan,Lal-lo,Santa Teresa,1,1,0,1,0.00,1,0,2023-02-27,2023-02-27,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Lal-lo,Sta. Maria,7,14,0,14,0.00,1,0,2022-02-21,2023-03-20,At-risk,6.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,0,6,0,0,0,8,0,8,0,0,0,0,0,0
Cagayan,Lal-lo,Sta. Teresa,2,2,0,2,0.00,1,0,2023-03-20,2023-03-20,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Lal-lo,Tucalana,3,5,0,5,0.00,1,0,2022-03-22,2023-03-20,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Lallo,Cagoran,1,2,0,2,0.00,1,0,2025-01-10,2025-01-10,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lallo,Catayauan,9,22,17,5,77.27,2,2,2021-01-14,2025-03-07,Affected,57.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,22,17,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Alannay,2,3,2,1,66.67,1,1,2024-11-21,2025-01-09,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Battacan,2,2,0,2,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Battalan,6,15,11,4,73.33,1,1,2022-01-31,2022-03-17,Affected,44.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Cabatacan West,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Calapangan,3,8,8,0,100.00,1,1,2024-12-03,2024-12-03,Affected,49.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Calapangan Norte,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Calapangan Sur,2,2,1,1,50.00,1,1,2023-10-17,2024-12-05,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Callao Norte,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Callao Sur,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Centro 01,3,48,14,34,29.17,1,1,2022-02-10,2022-03-02,Affected,36.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,48,14,34,0,0,0,0,0,0
Cagayan,Lasam,Centro 03,3,7,1,6,14.29,1,1,2022-02-15,2022-03-02,Affected,9.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Centro 1,3,5,3,2,60.00,1,1,2022-01-21,2023-10-17,Affected,27.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Centro 2,3,5,3,2,60.00,1,1,2023-10-17,2024-12-03,Affected,27.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Centro 3,8,13,5,8,38.46,1,1,2022-03-15,2024-12-17,Affected,23.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Finugu Norte,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Gabun,4,6,1,5,16.67,1,1,2022-01-25,2023-10-17,Affected,9.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Ignacio B. Jurado,5,54,2,52,3.70,1,1,2022-02-02,2023-10-17,Affected,11.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,54,2,52,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Mabannagan West,1,3,3,0,100.00,1,1,2024-11-27,2024-11-27,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Magsaysay,2,2,0,2,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Malalinta,2,4,0,4,0.00,1,0,2022-03-21,2022-03-21,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Malinta,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Minanga Norte,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,N/A,4,70,1,69,1.43,1,1,2022-01-27,2024-05-10,Affected,10.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,2,1,1,67,0,67,0,0,0,0,0,0
Cagayan,Lasam,Nabannagan West,5,13,4,9,30.77,1,1,2022-05-24,2025-01-09,Affected,19.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,New Orlins,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Nicolas Agatep,2,5,0,5,0.00,1,0,2022-03-21,2023-10-17,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,San Pedro,2,3,2,1,66.67,1,1,2023-10-17,2024-11-14,Affected,28.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Sicalao,4,4,1,3,25.00,1,1,2022-03-14,2023-10-17,Affected,12.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Tucalan Passing,1,1,0,1,0.00,1,0,2023-10-17,2023-10-17,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Lasam,Viga,2,4,0,4,0.00,1,0,2022-01-21,2023-10-17,At-risk,5.4,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PAMPLOMA,CURVA,2,7,0,7,0.00,1,0,2021-06-17,2021-06-17,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
Cagayan,PAMPLONA,ALLASITAN,1,5,5,0,100.00,1,1,2021-09-09,2021-09-09,Affected,44.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PAMPLONA,CABAGGAN,1,5,0,5,0.00,1,0,2021-05-06,2021-05-06,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PAMPLONA,CURVA,2,3,0,3,0.00,1,0,2021-05-20,2021-05-20,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PAMPLONA,N/A,7,15,0,15,0.00,1,0,2021-05-06,2021-05-06,At-risk,6.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PAMPLONA,STA CRUZ,2,4,4,0,100.00,1,1,2021-04-07,2021-04-07,Affected,43.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PENABLANCA,BALIUAG,1,3,3,0,100.00,1,1,2021-11-16,2021-11-16,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PIAT,MAGUILLING,2,6,2,4,33.33,1,1,2021-08-06,2021-08-10,Affected,17.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,PIAT,STA BARBARA,2,3,0,3,0.00,1,0,2021-08-06,2021-08-06,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Pamplona,Bagu,2,4,1,3,25.00,1,1,2021-07-01,2024-10-17,Affected,12.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Pamplona,Battong,1,5,0,5,0.00,1,0,2022-01-05,2022-01-05,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
Cagayan,Pamplona,Bidduang,1,3,0,3,0.00,1,0,2023-10-18,2023-10-18,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Pamplona,Casitan,29,62,8,54,12.90,2,1,2021-08-27,2023-10-18,Affected,23.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,58,4,54,0,0,0,0,0,0,4,4,0,0,0,0
Cagayan,Pamplona,Masi,3,9,0,9,0.00,1,0,2023-10-18,2023-10-18,At-risk,5.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Pamplona,Sta. Cruz,36,125,1,124,0.80,2,1,2021-05-14,2024-10-17,Affected,13.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,50,1,49,0,0,0,75,0,75,0,0,0,0,0,0
Cagayan,Penablanca,Aggugaddan,6,15,2,13,13.33,1,1,2024-12-19,2024-12-19,Affected,11.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Bical,4,5,0,5,0.00,1,0,2024-08-08,2024-08-08,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Bugatay,10,16,6,10,37.50,1,1,2025-01-09,2025-01-15,Affected,25.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,16,6,10,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Cabbo,4,5,3,2,60.00,1,1,2024-10-29,2024-11-05,Affected,27.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Camasi,5,5,1,4,20.00,1,1,2025-01-10,2025-01-15,Affected,10.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0
Cagayan,Penablanca,Centro,5,15,6,9,40.00,1,1,2024-10-21,2025-01-06,Affected,25.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,6,6,0,0,0,3,0,3,0,0,0,0,0,0
Cagayan,Penablanca,Dodan,43,77,25,56,32.47,1,1,2024-11-05,2024-12-26,Affected,56.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,76,25,55,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Penablanca,Manga,4,4,1,3,25.00,1,1,2024-12-26,2024-12-26,Affected,12.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0
Cagayan,Penablanca,Minanga,1,2,0,2,0.00,1,0,2024-02-01,2024-02-01,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Nababbalayan,1,1,0,1,0.00,1,0,2024-03-19,2024-03-19,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Nabbabalayan,10,17,5,12,29.41,1,1,2024-02-01,2024-02-01,Affected,21.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,17,5,12,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Penablanca,Quibal,5,12,0,12,0.00,1,0,2024-07-29,2025-03-13,At-risk,6.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0
