province,municipality,barangay,asf_lab_records,asf_sample_total,asf_positive_total,asf_negative_total,asf_positive_rate_pct,asf_tested_barangays,asf_affected_barangays,asf_first_report_date,asf_latest_report_date,asf_status,asf_risk_score,asf_source_note,asf_whole_blood_samples,asf_whole_blood_positive,asf_whole_blood_negative,asf_organ_samples,asf_organ_positive,asf_organ_negative,asf_environmental_swab_samples,asf_environmental_swab_positive,asf_environmental_swab_negative,asf_fecal_swab_samples,asf_fecal_swab_positive,asf_fecal_swab_negative,asf_meat_products_samples,asf_meat_products_positive,asf_meat_products_negative
Cagayan,Baggao,"Zone 2, Asinga",1,1,1,0,100.00,1,1,2022-01-21,2022-01-21,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Baggao,"Zone 3, Asinga",2,2,1,1,50.00,1,1,2022-01-21,2022-01-21,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,Ammubuan,8,9,1,8,11.11,2,1,2021-11-04,2023-03-29,Affected,8.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,1,2,0,0,0,6,0,6,0,0,0,0,0,0
Cagayan,Ballesteros,Baran,10,11,1,10,9.09,2,1,2021-11-04,2024-11-22,Affected,7.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,1,4,0,0,0,6,0,6,0,0,0,0,0,0
Cagayan,Ballesteros,Cabaritan West,5,8,0,8,0.00,2,0,2021-08-12,2023-03-06,At-risk,5.8,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0
Cagayan,Ballesteros,Cabayu,1,1,1,0,100.00,1,1,2024-11-06,2024-11-06,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,Cabuluan East,2,2,0,2,0.00,1,0,2022-03-21,2022-03-21,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,Canuluan East,2,2,2,0,100.00,1,1,2024-10-30,2024-10-30,Affected,40.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,Centro East,1,5,0,5,0.00,1,0,2022-02-08,2022-02-08,At-risk,5.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0
Cagayan,Ballesteros,Centro West,7,7,0,7,0.00,1,0,2023-03-06,2023-03-29,At-risk,5.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0
Cagayan,Ballesteros,Fugu,2,2,1,1,50.00,1,1,2023-03-29,2024-10-30,Affected,21.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Ballesteros,Mabutal West,1,1,1,0,100.00,1,1,2024-10-29,2024-10-29,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,Mabuttal,4,4,2,2,50.00,1,1,2023-03-06,2024-10-30,Affected,22.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0
Cagayan,Ballesteros,Mabuttal East,3,3,0,3,0.00,1,0,2022-03-21,2023-03-29,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Ballesteros,Mabuttal West,1,1,0,1,0.00,1,0,2023-03-29,2023-03-29,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Cagayan,Ballesteros,N/A,5,36,31,5,86.11,1,1,2021-10-26,2022-01-05,Affected,70.7,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,31,31,0,0,0,0,5,0,5,0,0,0,0,0,0
Cagayan,Ballesteros,Nararagan,14,25,3,22,12.00,2,1,2021-09-09,2023-03-29,Affected,12.9,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,7,3,4,0,0,0,18,0,18,0,0,0,0,0,0
Cagayan,Ballesteros,Palloc,10,15,2,13,13.33,2,1,2021-08-12,2023-03-29,Affected,11.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,2,2,0,0,0,11,0,11,0,0,0,0,0,0
Cagayan,Ballesteros,Payagan East,10,18,1,17,5.56,2,1,2021-07-26,2023-11-21,Affected,7.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,9,1,8,0,0,0,9,0,9,0,0,0,0,0,0
Cagayan,Ballesteros,Payagan West,11,11,0,11,0.00,1,0,2023-03-06,2023-03-29,At-risk,6.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0
Cagayan,Ballesteros,Payorgan,1,1,1,0,100.00,1,1,2024-10-30,2024-10-30,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,Puyagan East,1,1,1,0,100.00,1,1,2024-11-22,2024-11-22,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,San Juan,3,3,3,0,100.00,1,1,2024-11-06,2024-11-22,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Ballesteros,Sta. Cruz,9,35,0,35,0.00,1,0,2022-01-05,2023-03-29,At-risk,8.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,33,0,33,0,0,0,0,0,0
Cagayan,Ballesteros,Zitanga,15,32,21,11,65.62,2,2,2021-08-20,2024-11-06,Affected,59.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,24,15,9,6,6,0,2,0,2,0,0,0,0,0,0
Cagayan,Buguey,Ballang,2,6,0,6,0.00,1,0,2022-02-24,2022-11-14,At-risk,5.6,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,5,0,5,0,0,0,0,0,0
Cagayan,Buguey,Cabaritan,1,1,0,1,0.00,1,0,2022-11-14,2022-11-14,At-risk,5.1,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,Centro,1,2,0,2,0.00,1,0,2025-04-04,2025-04-04,At-risk,5.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,Maddalero,5,10,0,10,0.00,1,0,2022-02-24,2024-07-09,At-risk,6.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0
Cagayan,Buguey,N/A,1,1,1,0,100.00,1,1,2024-11-06,2024-11-06,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,Paddaya East,3,15,0,15,0.00,1,0,2022-02-24,2022-02-24,At-risk,6.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0
Cagayan,Buguey,Paddaya Este,1,6,6,0,100.00,1,1,2024-04-11,2024-04-11,Affected,46.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,Paddaya West,9,25,0,25,0.00,1,0,2022-02-24,2022-11-14,At-risk,7.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,5,0,5,0,0,0,20,0,20,0,0,0,0,0,0
Cagayan,Buguey,Pattao,19,75,17,58,22.67,2,1,2021-02-09,2022-11-14,Affected,41.2,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,35,17,18,0,0,0,40,0,40,0,0,0,0,0,0
Cagayan,Buguey,Rebella,1,3,3,0,100.00,1,1,2023-04-25,2023-04-25,Affected,41.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,Remebella,1,1,1,0,100.00,1,1,2024-11-06,2024-11-06,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,San Lorenzo,2,3,0,3,0.00,1,0,2024-11-06,2024-11-06,At-risk,5.3,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,San Vicente,2,4,4,0,100.00,1,1,2024-04-11,2024-04-11,Affected,43.0,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Cagayan,Buguey,Sta. Isabel,1,1,1,0,100.00,1,1,2024-11-06,2024-11-06,Affected,38.5,Sanitized aggregate from ASF laboratory-results Google Sheet; farmer names and farm identifiers excluded.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
