trend_scope,year,month,month_num,commodity_group,pest_family,province,municipality,incident_records,incident_points,affected_area_ha,affected_farmers,treated_area_ha,untreated_area_ha,treatment_gap_ha,avg_infestation_pct,max_infestation_pct,avg_severity,high_severity_records,top_pest_family,top_commodity,risk_score,risk_class
pest_year,2026,,,,Stem/Shoot/Fruit Borer,,,32,30,118.3,323,82.2,34.5,34.5,5.26,15,3.47,0,Stem/Shoot/Fruit Borer,rice,9.81,Watchlist
pest_year,2026,,,,Whorl Maggot,,,11,11,41.13,345,40.9,153.75,153.75,4.23,8.4,3.2,0,Whorl Maggot,rice,14.15,Watchlist
province_year,2015,,,,,Cagayan,,5,5,461.6,0,461.6,0,0,3.07,8,0,0,Rodents,rice,11.64,Watchlist
province_year,2015,,,,,Isabela,,9,9,3953.8,0,3938.8,0,0,2.19,6.5,0,0,Rodents,rice,17.4,Watchlist
province_year,2015,,,,,Nueva Vizcaya,,1,1,75,0,75,0,0,12.5,12.5,0,0,Bacterial Leaf Streak,rice,12.5,Watchlist
province_year,2015,,,,,Quirino,,4,3,543.2,0,506.2,0,0,1.66,5,0,0,Rodents,rice,13.95,Watchlist
province_year,2016,,,,,Cagayan,,4,4,461.8,0,461.8,0,0,17.33,35,0,0,Stem/Shoot/Fruit Borer,rice,14.32,Watchlist
province_year,2016,,,,,Isabela,,18,18,3465.2,0,3420.2,0,0,1.05,5,0,0,Rodents,rice,16.43,Watchlist
province_year,2016,,,,,Nueva Vizcaya,,2,2,21,0,21,0,0,1.25,1.5,0,0,Rodents,rice,1.65,Watchlist
province_year,2016,,,,,Quirino,,4,4,51.25,0,51.25,0,0,4.5,6.5,0,0,Rodents,rice,2.73,Watchlist
province_year,2017,,,,,Cagayan,,9,9,492.5,0,477.5,0,0,5.12,12.5,0,0,Bacterial Leaf Streak,rice,7.44,Watchlist
province_year,2017,,,,,Isabela,,30,30,4820.21,0,4820.21,0,0,6.06,65,0,1,Bacterial Leaf Streak,rice,14.96,Watchlist
province_year,2017,,,,,Nueva Vizcaya,,8,8,298.3,0,298.3,0,0,5.88,10.5,0,0,Rbb,rice,6.14,Watchlist
province_year,2017,,,,,Quirino,,4,4,88,0,88,0,0,2.17,3,0,0,Rbb,rice,3.15,Watchlist
province_year,2018,,,,,Cagayan,,1,1,64.45,0,64.45,0,0,2,2,0,0,Rodents,rice,8.6,Watchlist
province_year,2018,,,,,Isabela,,16,16,2060,0,2060,0,0,2.39,12.5,0,0,Rodents,rice,12.61,Watchlist
province_year,2019,,,,,Cagayan,,171,170,440.1,0,440.1,0,0,14.99,70,0,10,Fall Armyworm,corn,4.07,Watchlist
province_year,2019,,,,,Isabela,,181,180,1017.73,0,1014.73,0,0,6.46,50,0,1,Fall Armyworm,corn,2.31,Watchlist
province_year,2019,,,,,Nueva Vizcaya,,67,67,376.24,0,366.24,0,0,7.48,80,0,1,Fall Armyworm,rice,2.57,Watchlist
province_year,2019,,,,,Quirino,,68,68,154.7,0,154.7,0,0,3.02,20,0,0,Plant Hopper,rice,1.04,Watchlist
province_year,2020,,,,,Cagayan,,241,239,2384.53,34,2384.53,0,0,29.96,100,0,58,Fall Armyworm,corn,8.73,Watchlist
province_year,2020,,,,,Isabela,,314,314,4228.62,61,4228.62,0,0,22.11,80,0,15,Fall Armyworm,corn,7.26,Watchlist
province_year,2020,,,,,Nueva Vizcaya,,82,82,3036.45,0,2501.45,1535,1535,24.62,80,0,14,Fall Armyworm,corn,10.29,Watchlist
province_year,2020,,,,,Quirino,,168,168,2905.75,2,2905.75,0,0,29.57,90,0,20,Fall Armyworm,corn,9.55,Watchlist
province_year,2021,,,,,Cagayan,,193,192,2138.5,1510,2128.75,0,0,21.35,60,9,15,Fall Armyworm,rice,8.73,Watchlist
province_year,2021,,,,,Isabela,,557,556,13126.96,9538,13103.84,231,231,14.09,90,9,25,Fall Armyworm,rice,9.7,Watchlist
province_year,2021,,,,,Nueva Vizcaya,,163,162,1514,998,1472,0,0,23.16,80,9,27,Plant Hopper,rice,8.57,Watchlist
province_year,2021,,,,,Quirino,,318,317,4162.02,2025,4143.52,0,0,10.17,70,0,12,Fall Armyworm,rice,5.76,Watchlist
province_year,2022,,,,,Cagayan,,260,259,3488.2,2766,3184.08,2,2,17.23,90,0,16,Blast/Blight/Spot,rice,8.18,Watchlist
province_year,2022,,,,,Isabela,,741,737,15285.92,12670,15179.38,0,0,21.46,89,0,92,Fall Armyworm,rice,11.01,Watchlist
province_year,2022,,,,,Nueva Vizcaya,,162,162,3024.2,2442,3144.1,0,0,18.27,80,0,7,Fall Armyworm,rice,9.76,Watchlist
province_year,2022,,,,,Quirino,,305,305,2173.2,2467,2141.6,0,0,14.24,70,0,4,Blast/Blight/Spot,rice,6.15,Watchlist
province_year,2023,,,,,Cagayan,,95,92,1675.58,1488,1410.32,252.62,252.62,22.49,70,0,8,Fall Armyworm,rice,11.57,Watchlist
province_year,2023,,,,,Isabela,,621,616,13516.59,12103,11219.06,10040.54,10040.54,18.01,95,3.17,48,Fall Armyworm,corn,13.85,Watchlist
province_year,2023,,,,,Nueva Vizcaya,,90,90,1002.94,1155,410.39,813.35,813.35,16.63,90,3,4,Fall Armyworm,rice,9.92,Watchlist
province_year,2023,,,,,Quirino,,195,193,3636.89,2944,2417.14,1058.75,1058.75,18.77,60,3,12,Fall Armyworm,corn,11.5,Watchlist
province_year,2024,,,,,Cagayan,,173,168,2726.4,2680.4,2566.71,169.69,169.69,14.54,90,3.85,16,Fall Armyworm,rice,15.35,Watchlist
province_year,2024,,,,,Isabela,,890,887,13327.09,14961,8691.51,5158.04,5158.04,18.18,87.5,3.95,199,Fall Armyworm,rice,17.83,Watchlist
province_year,2024,,,,,Nueva Vizcaya,,205,202,3918.53,6379,2768.69,1032.82,1032.82,21.97,100,3.64,49,Plant Hopper,rice,20.4,Watchlist
province_year,2024,,,,,Quirino,,378,378,6331.49,5671,4372.63,1814.99,1814.99,14.47,70,3.49,47,Fall Armyworm,rice,15.56,Watchlist
province_year,2025,,,,,Cagayan,,287,282,6630.16,5166,4798.6,1796.92,1796.92,30.21,100,4.85,107,Fall Armyworm,rice,23.43,Watchlist
province_year,2025,,,,,Isabela,,755,754,4828.25,11175,4072.54,953.62,953.62,15.55,100,3.52,69,Fall Armyworm,rice,14.53,Watchlist
province_year,2025,,,,,Nueva Vizcaya,,182,181,1246.98,899,946.11,364.48,364.48,21.93,100,4.37,54,Bacterial Leaf Blight,rice,15.27,Watchlist
province_year,2025,,,,,Quirino,,287,287,1766.84,2305,1525.63,231.63,231.63,11.46,70,2.92,7,Fall Armyworm,rice,10.77,Watchlist
province_year,2026,,,,,Cagayan,,79,79,1060.79,606,1003.68,55.28,55.28,15.04,63.64,3.99,5,Rodents,rice,14.28,Watchlist
province_year,2026,,,,,Isabela,,134,132,1046.95,2888,948.52,761.23,761.23,11.42,50,3.69,9,Fall Armyworm,rice,15.39,Watchlist
province_year,2026,,,,,Nueva Vizcaya,,33,33,119.06,184,110.95,8.11,8.11,8.07,30,2.64,0,Bacterial Leaf Blight,rice,8.39,Watchlist
province_year,2026,,,,,Quirino,,41,40,179.65,230,164.6,3.7,3.7,8.03,35,2.66,0,Stem/Shoot/Fruit Borer,rice,8.49,Watchlist
municipality_year,2015,,,,,Cagayan,Buguey,1,1,307,0,307,0,0,0.75,0.75,0,0,Rodents,rice,35.2,Moderate
municipality_year,2015,,,,,Cagayan,Gonzaga,2,2,83.6,0,83.6,0,0,3.12,5.5,0,0,Rodents,rice,6,Watchlist
municipality_year,2015,,,,,Cagayan,Sta. Ana,2,2,71,0,71,0,0,4.17,8,0,0,Rodents,rice,5.5,Watchlist
municipality_year,2015,,,,,Isabela,Alicia,1,1,759,0,759,0,0,1,1,0,0,Rodents,rice,35.2,Moderate
municipality_year,2015,,,,,Isabela,Aurora,2,2,605,0,600,0,0,2.1,4,0,0,Rodents,rice,18.3,Watchlist
municipality_year,2015,,,,,Isabela,Burgos,1,1,304.8,0,304.8,0,0,0.75,0.75,0,0,Rodents,rice,35.2,Moderate
municipality_year,2015,,,,,Isabela,City of Ilagan,1,1,35,0,35,0,0,0.5,0.5,0,0,Rodents,rice,4.5,Watchlist
municipality_year,2015,,,,,Isabela,Ramon,3,3,2220,0,2210,0,0,4.17,6.5,0,0,Rodents,rice,13.73,Watchlist
municipality_year,2015,,,,,Isabela,Tumauini,1,1,30,0,30,0,0,0.75,0.75,0,0,Rodents,corn,3.9,Watchlist
municipality_year,2015,,,,,Nueva Vizcaya,Bambang,1,1,75,0,75,0,0,12.5,12.5,0,0,Bacterial Leaf Streak,rice,12.5,Watchlist
municipality_year,2015,,,,,Quirino,Diffun,1,1,39.8,0,39.8,0,0,5,5,0,0,Bacterial Leaf Blight,rice,6.2,Watchlist
municipality_year,2015,,,,,Quirino,Maddela,2,2,113,0,76,0,0,0.45,0.5,0,0,Rodents,corn,7.2,Watchlist
municipality_year,2015,,,,,Quirino,Saguday,1,0,390.4,0,390.4,0,0,0.75,0.75,0,0,Rodents,rice,35.2,Moderate
municipality_year,2016,,,,,Cagayan,Enrile,1,1,50,0,50,0,0,35,35,0,0,Stem/Shoot/Fruit Borer,rice,15,Watchlist
municipality_year,2016,,,,,Cagayan,Gonzaga,1,1,388,0,388,0,0,2,2,0,0,Rodents,rice,35.5,Moderate
municipality_year,2016,,,,,Cagayan,Sto. Nino,2,2,23.8,0,23.8,0,0,15,15,0,0,Blast/Blight/Spot,rice,3.4,Watchlist
municipality_year,2016,,,,,Isabela,Alicia,1,1,91,0,91,0,0,0.75,0.75,0,0,Rodents,rice,11.6,Watchlist
municipality_year,2016,,,,,Isabela,Aurora,1,1,10,0,0,0,0,1.5,1.5,0,0,Rodents,rice,1.6,Watchlist
municipality_year,2016,,,,,Isabela,Burgos,1,1,200,0,200,0,0,1.5,1.5,0,0,Rodents,rice,25.4,Watchlist
municipality_year,2016,,,,,Isabela,Cabagan,1,1,125,0,125,0,0,0.06,0.06,0,0,Rodents,corn,15.6,Watchlist
municipality_year,2016,,,,,Isabela,Cabatuan,2,2,1342,0,1342,0,0,1.5,1.5,0,0,Rodents,rice,35.4,Moderate
municipality_year,2016,,,,,Isabela,Cauayan City,1,1,20,0,0,0,0,0.75,0.75,0,0,Rodents,rice,2.7,Watchlist
municipality_year,2016,,,,,Isabela,City of Ilagan,3,3,107,0,107,0,0,0.92,1,0,0,Rodents,rice,4.7,Watchlist
municipality_year,2016,,,,,Isabela,Naguilian,1,1,4,0,4,0,0,0.75,0.75,0,0,Rice Tungro Virus,rice,0.7,Watchlist
municipality_year,2016,,,,,Isabela,Quezon,1,1,1,0,1,0,0,0.75,0.75,0,0,Rice Tungro Virus,rice,0.3,Watchlist
municipality_year,2016,,,,,Isabela,Quirino,1,1,454,0,454,0,0,0.05,0.05,0,0,Rodents,rice,35,Moderate
municipality_year,2016,,,,,Isabela,Ramon,1,1,15,0,0,0,0,0.35,0.35,0,0,Rodents,rice,2,Watchlist
municipality_year,2016,,,,,Isabela,San Manuel,1,1,326.36,0,326.36,0,0,0.05,0.05,0,0,Rodents,rice,35,Moderate
municipality_year,2016,,,,,Isabela,San Mateo,1,1,340,0,340,0,0,1.5,1.5,0,0,Rodents,rice,35.4,Moderate
municipality_year,2016,,,,,Isabela,Santiago City,2,2,429.84,0,429.84,0,0,2.55,5,0,0,Bacterial Leaf Streak,rice,22.8,Watchlist
municipality_year,2016,,,,,Nueva Vizcaya,Bagabag,2,2,21,0,21,0,0,1.25,1.5,0,0,Rodents,rice,1.65,Watchlist
municipality_year,2016,,,,,Quirino,Aglipay,1,1,33.25,0,33.25,0,0,6.5,6.5,0,0,Rodents,rice,5.8,Watchlist
municipality_year,2016,,,,,Quirino,Diffun,1,1,8.5,0,8.5,0,0,3,3,0,0,Rodents,rice,1.8,Watchlist
municipality_year,2016,,,,,Quirino,Maddela,2,2,9.5,0,9.5,0,0,4.25,5,0,0,Rodents,rice,1.65,Watchlist
municipality_year,2017,,,,,Cagayan,Allacapan,1,1,14.5,0,14.5,0,0,7.5,7.5,0,0,Plant Hopper,rice,3.7,Watchlist
municipality_year,2017,,,,,Cagayan,Amulung,1,1,40,0,40,0,0,5,5,0,0,Cutworm/Armyworm,corn,6.2,Watchlist
municipality_year,2017,,,,,Cagayan,Enrile,1,1,40,0,40,0,0,5,5,0,0,Cutworm/Armyworm,corn,6.2,Watchlist
municipality_year,2017,,,,,Cagayan,Gonzaga,3,3,50,0,50,0,0,7.25,12.5,0,0,Bacterial Leaf Streak,rice,3.3,Watchlist
municipality_year,2017,,,,,Cagayan,Solana,2,2,333,0,318,0,0,3.5,5,0,0,Bacterial Leaf Streak,rice,19.3,Watchlist
municipality_year,2017,,,,,Cagayan,Tuao,1,1,15,0,15,0,0,2,2,0,0,Bacterial Leaf Streak,rice,2.4,Watchlist
municipality_year,2017,,,,,Isabela,Alicia,1,1,544,0,544,0,0,2,2,0,0,Bacterial Leaf Streak,rice,35.5,Moderate
municipality_year,2017,,,,,Isabela,Cabagan,1,1,655.65,0,655.65,0,0,5,5,0,0,Cutworm/Armyworm,corn,36.2,Moderate
municipality_year,2017,,,,,Isabela,Cabatuan,2,2,603.46,0,603.46,0,0,2,2,0,0,Bacterial Leaf Streak,rice,32.45,Watchlist
municipality_year,2017,,,,,Isabela,Cauayan City,1,1,112,0,112,0,0,5,5,0,0,Bacterial Leaf Streak,rice,15.2,Watchlist
municipality_year,2017,,,,,Isabela,Echague,1,1,464,0,464,0,0,7.5,7.5,0,0,Bacterial Leaf Streak,rice,36.9,Moderate
municipality_year,2017,,,,,Isabela,Gamu,1,1,34,0,34,0,0,5,5,0,0,Bacterial Leaf Streak,rice,5.5,Watchlist
municipality_year,2017,,,,,Isabela,Luna,1,1,73.2,0,73.2,0,0,2,2,0,0,Plant Hopper,rice,9.7,Watchlist
municipality_year,2017,,,,,Isabela,Naguilian,1,1,25,0,25,0,0,2,2,0,0,Bacterial Leaf Streak,rice,3.6,Watchlist
municipality_year,2017,,,,,Isabela,Quezon,4,4,17.9,0,17.9,0,0,2,2,0,0,Rice Tungro Virus,rice,1.07,Watchlist
municipality_year,2017,,,,,Isabela,Quirino,1,1,62,0,62,0,0,5,5,0,0,Bacterial Leaf Streak,rice,9,Watchlist
municipality_year,2017,,,,,Isabela,Ramon,2,2,1008,0,1008,0,0,33.5,65,0,1,Bacterial Leaf Blight,rice,43.35,Moderate
municipality_year,2017,,,,,Isabela,Roxas,2,2,210,0,210,0,0,5,5,0,0,Bacterial Leaf Streak,rice,14.35,Watchlist
municipality_year,2017,,,,,Isabela,San Guillermo,1,1,69,0,69,0,0,2,2,0,0,Bacterial Leaf Streak,rice,9.1,Watchlist
municipality_year,2017,,,,,Isabela,San Manuel,1,1,460,0,460,0,0,0.6,0.6,0,0,Rodents,rice,35.1,Moderate
municipality_year,2017,,,,,Isabela,Santiago City,2,2,66,0,66,0,0,2,2,0,0,Bacterial Leaf Streak,rice,4.65,Watchlist
municipality_year,2017,,,,,Isabela,Tumauini,8,8,416,0,416,0,0,6.09,12.5,0,0,Rice Tungro Virus,rice,7.4,Watchlist
municipality_year,2017,,,,,Nueva Vizcaya,Aritao,1,1,80,0,80,0,0,5,5,0,0,Rbb,rice,11.2,Watchlist
municipality_year,2017,,,,,Nueva Vizcaya,Bayombong,1,1,38.5,0,38.5,0,0,5,5,0,0,Rbb,rice,6.1,Watchlist
municipality_year,2017,,,,,Nueva Vizcaya,Kasibu,2,2,127.8,0,127.8,0,0,7.25,10,0,0,Plant Hopper,rice,9.8,Watchlist
municipality_year,2017,,,,,Nueva Vizcaya,Solano,1,1,10,0,10,0,0,2,2,0,0,Rbb,rice,1.8,Watchlist
municipality_year,2017,,,,,Nueva Vizcaya,Villaverde,3,3,42,0,42,0,0,6.83,10.5,0,0,Bacterial Leaf Blight,rice,3.47,Watchlist
municipality_year,2017,,,,,Quirino,Diffun,1,1,10,0,10,0,0,3,3,0,0,Rbb,rice,2,Watchlist
municipality_year,2017,,,,,Quirino,Maddela,3,3,78,0,78,0,0,1.75,2,0,0,Leaf Folder/Miner,rice,3.53,Watchlist
municipality_year,2018,,,,,Cagayan,Gonzaga,1,1,64.45,0,64.45,0,0,2,2,0,0,Rodents,rice,8.6,Watchlist
municipality_year,2018,,,,,Isabela,Burgos,2,2,971,0,971,0,0,2,2,0,0,Bacterial Leaf Streak,rice,28.95,Watchlist
municipality_year,2018,,,,,Isabela,City of Ilagan,3,3,87,0,87,0,0,1.5,2,0,0,Rodents,rice,3.87,Watchlist
municipality_year,2018,,,,,Isabela,Echague,2,2,150,0,150,0,0,1.5,2,0,0,Rodents,rice,9.75,Watchlist
municipality_year,2018,,,,,Isabela,Naguilian,2,2,288,0,288,0,0,1.5,2,0,0,Rodents,rice,18.35,Watchlist
municipality_year,2018,,,,,Isabela,Quirino,2,2,333,0,333,0,0,1.5,2,0,0,Rodents,rice,21.2,Watchlist
municipality_year,2018,,,,,Isabela,Roxas,1,1,16,0,16,0,0,2,2,0,0,Bacterial Leaf Streak,rice,2.5,Watchlist
municipality_year,2018,,,,,Isabela,San Mateo,1,1,72,0,72,0,0,2,2,0,0,Rodents,rice,9.5,Watchlist
municipality_year,2018,,,,,Isabela,Sto. Tomas,1,1,11,0,11,0,0,12.5,12.5,0,0,Blast/Blight/Spot,rice,4.5,Watchlist
municipality_year,2018,,,,,Isabela,Tumauini,2,2,132,0,132,0,0,1.5,2,0,0,Rodents,rice,8.6,Watchlist
municipality_year,2019,,,,,Cagayan,Alcala,13,13,14.5,0,14.5,0,0,11.54,32,0,0,Fall Armyworm,corn,3.02,Watchlist
municipality_year,2019,,,,,Cagayan,Allacapan,8,8,21,0,21,0,0,1.88,2,0,0,Blast/Blight/Spot,rice,0.81,Watchlist
municipality_year,2019,,,,,Cagayan,Amulung,5,5,51,0,51,0,0,1,1,0,0,Blast/Blight/Spot,corn,1.54,Watchlist
municipality_year,2019,,,,,Cagayan,Baggao,5,5,7.3,0,7.3,0,0,1.3,2,0,0,Stem/Shoot/Fruit Borer,corn,0.5,Watchlist
municipality_year,2019,,,,,Cagayan,Ballesteros,12,11,23,0,23,0,0,1.75,2,0,0,Rodents,rice,0.67,Watchlist
municipality_year,2019,,,,,Cagayan,Enrile,2,2,8.1,0,8.1,0,0,8.5,15,0,0,Plant Hopper,rice,2.6,Watchlist
municipality_year,2019,,,,,Cagayan,Gonzaga,24,24,78.55,0,78.55,0,0,15.75,70,0,3,Cutworm/Armyworm,rice,4.35,Watchlist
municipality_year,2019,,,,,Cagayan,Iguig,3,3,7,0,7,0,0,1.33,2,0,0,Blast/Blight/Spot,corn,0.63,Watchlist
municipality_year,2019,,,,,Cagayan,Lasam,3,3,6,0,6,0,0,2,2,0,0,Stem/Shoot/Fruit Borer,rice,0.77,Watchlist
municipality_year,2019,,,,,Cagayan,Pe�a Blanca,5,5,7,0,7,0,0,1,1,0,0,Rodents,corn,0.44,Watchlist
municipality_year,2019,,,,,Cagayan,Piat,15,15,18,0,18,0,0,26.33,56,0,2,Fall Armyworm,corn,6.73,Watchlist
municipality_year,2019,,,,,Cagayan,Solana,19,19,31.02,0,31.02,0,0,14.74,42,0,0,Fall Armyworm,corn,3.88,Watchlist
municipality_year,2019,,,,,Cagayan,Sta. Ana,5,5,56.4,0,56.4,0,0,4.6,15,0,0,Cutworm/Armyworm,rice,2.56,Watchlist
municipality_year,2019,,,,,Cagayan,Sta. Praxedes,4,4,40,0,40,0,0,2,2,0,0,Cutworm/Armyworm,rice,1.75,Watchlist
municipality_year,2019,,,,,Cagayan,Sto. Ni�o,11,11,18.5,0,18.5,0,0,14.91,44,0,0,Fall Armyworm,corn,3.95,Watchlist
municipality_year,2019,,,,,Cagayan,Tuao,26,26,48.45,0,48.45,0,0,33.31,62,0,5,Fall Armyworm,corn,8.57,Watchlist
municipality_year,2019,,,,,Cagayan,Tuguegarao City,11,11,4.28,0,4.28,0,0,20,32,0,0,Fall Armyworm,corn,5.05,Watchlist
municipality_year,2019,,,,,Isabela,Angadanan,6,6,9.55,0,9.55,0,0,6.17,20,0,0,Blast/Blight/Spot,rice,1.73,Watchlist
municipality_year,2019,,,,,Isabela,Aurora,15,15,10.5,0,10.5,0,0,6,20,0,0,Fall Armyworm,corn,1.6,Watchlist
municipality_year,2019,,,,,Isabela,Benito Soliven,5,5,5.1,0,5.1,0,0,11,40,0,0,Fall Armyworm,corn,2.9,Watchlist
municipality_year,2019,,,,,Isabela,Burgos,25,25,807.7,0,807.7,0,0,2.58,5,0,0,Rodents,rice,4.66,Watchlist
municipality_year,2019,,,,,Isabela,Cabatuan,1,1,0.5,0,0.5,0,0,10,10,0,0,Fall Armyworm,corn,2.6,Watchlist
municipality_year,2019,,,,,Isabela,Cauayan City,7,7,9.3,0,9.3,0,0,3.57,10,0,0,Plant Hopper,rice,1.06,Watchlist
municipality_year,2019,,,,,Isabela,City of Ilagan,21,21,33.64,0,33.64,0,0,10.52,30,0,0,Fall Armyworm,corn,2.83,Watchlist
municipality_year,2019,,,,,Isabela,Cordon,5,5,11.6,0,11.6,0,0,5.6,20,0,0,Disease - Fungal/Bacterial,rice,1.68,Watchlist
municipality_year,2019,,,,,Isabela,Echague,1,1,2.7,0,2.7,0,0,2,2,0,0,Rbb,rice,0.8,Watchlist
municipality_year,2019,,,,,Isabela,Jones,1,0,3.6,0,3.6,0,0,5,5,0,0,Blast/Blight/Spot,rice,1.7,Watchlist
municipality_year,2019,,,,,Isabela,Luna,11,11,14.4,0,13.4,0,0,7.64,15,0,0,Fall Armyworm,corn,2.07,Watchlist
municipality_year,2019,,,,,Isabela,Maddela,2,2,16,0,16,0,0,1,1,0,0,Fall Armyworm,corn,1.2,Watchlist
municipality_year,2019,,,,,Isabela,Naguilian,4,4,4.8,0,2.8,0,0,2,2,0,0,Plant Hopper,rice,0.68,Watchlist
municipality_year,2019,,,,,Isabela,Ramon,1,1,0.7,0,0.7,0,0,2,2,0,0,Plant Hopper,rice,0.6,Watchlist
municipality_year,2019,,,,,Isabela,Roxas,2,2,0.85,0,0.85,0,0,5,5,0,0,Fall Armyworm,corn,1.3,Watchlist
municipality_year,2019,,,,,Isabela,San Guillermo,6,6,13.45,0,13.45,0,0,3.5,5,0,0,Blast/Blight/Spot,rice,1.17,Watchlist
municipality_year,2019,,,,,Isabela,San Isidro,7,7,2.84,0,2.84,0,0,2,2,0,0,Stem/Shoot/Fruit Borer,rice,0.54,Watchlist
municipality_year,2019,,,,,Isabela,San Mariano,2,2,6,0,6,0,0,1,1,0,0,Plant Hopper,corn,0.65,Watchlist
municipality_year,2019,,,,,Isabela,San Mateo,15,15,9.9,0,9.9,0,0,10.6,50,0,1,Fall Armyworm,corn,2.73,Watchlist
municipality_year,2019,,,,,Isabela,Santiago City,1,1,2.5,0,2.5,0,0,20,20,0,0,Blast/Blight/Spot,rice,5.3,Watchlist
municipality_year,2019,,,,,Isabela,Sto. Tomas,1,1,1.3,0,1.3,0,0,20,20,0,0,Leaf Folder/Miner,rice,5.2,Watchlist
municipality_year,2019,,,,,Isabela,Tumauini,42,42,50.8,0,50.8,0,0,6.81,18,0,0,Fall Armyworm,corn,1.85,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Aritao,5,5,98.3,0,88.3,0,0,4.4,5,0,0,Plant Hopper,rice,3.54,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Bagabag,10,10,57,0,57,0,0,3.7,10,0,0,Fall Armyworm,corn,1.63,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Bambang,1,1,2.3,0,2.3,0,0,2,2,0,0,Rbb,rice,0.8,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Bayombong,23,23,16.98,0,16.98,0,0,11.74,80,0,1,Fall Armyworm,corn,3.02,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Diadi,1,1,0.75,0,0.75,0,0,30,30,0,0,Fall Armyworm,corn,7.6,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Dupax Del Norte,1,1,0.8,0,0.8,0,0,2,2,0,0,Rbb,rice,0.6,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Dupax del Sur,4,4,133.65,0,133.65,0,0,5,5,0,0,Plant Hopper,rice,5.42,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Kayapa,4,4,5.85,0,5.85,0,0,1.5,2,0,0,Bacterial Leaf Blight,rice,0.58,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Quezon,6,6,34.11,0,34.11,0,0,13.5,20,0,0,Plant Hopper,rice,4.07,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Solano,6,6,10.7,0,10.7,0,0,2.33,5,0,0,Rbb,rice,0.8,Watchlist
municipality_year,2019,,,,,Nueva Vizcaya,Villaverde,6,6,15.8,0,15.8,0,0,2.83,5,0,0,Rbb,rice,1.05,Watchlist
municipality_year,2019,,,,,Quirino,Aglipay,13,13,17.5,0,17.5,0,0,2.42,20,0,0,Plant Hopper,corn,0.78,Watchlist
municipality_year,2019,,,,,Quirino,Cabarroguis,16,16,33.5,0,33.5,0,0,3.31,20,0,0,Plant Hopper,rice,1.1,Watchlist
municipality_year,2019,,,,,Quirino,Diffun,15,15,22.7,0,22.7,0,0,1.93,2,0,0,Leaf Folder/Miner,rice,0.67,Watchlist
municipality_year,2019,,,,,Quirino,Maddela,19,19,47.4,0,47.4,0,0,2.79,15,0,0,Rbb,corn,1.01,Watchlist
municipality_year,2019,,,,,Quirino,Nagtipunan,1,1,5.2,0,5.2,0,0,15,15,0,0,Plant Hopper,rice,4.4,Watchlist
municipality_year,2019,,,,,Quirino,Saguday,4,4,28.4,0,28.4,0,0,6,15,0,0,Cutworm/Armyworm,rice,2.38,Watchlist
municipality_year,2020,,,,,Cagayan,Abulug,8,8,50.5,0,50.5,0,0,28.12,54,0,1,Fall Armyworm,corn,7.83,Watchlist
municipality_year,2020,,,,,Cagayan,Alcala,5,5,187,0,187,0,0,16,20,0,0,Fall Armyworm,corn,8.68,Watchlist
municipality_year,2020,,,,,Cagayan,Allacapan,1,1,6,0,6,0,0,18,18,0,0,Fall Armyworm,corn,5.2,Watchlist
municipality_year,2020,,,,,Cagayan,Amulung,10,10,76.1,0,76.1,0,0,29.2,70,0,3,Fall Armyworm,corn,8.25,Watchlist
municipality_year,2020,,,,,Cagayan,Appari,3,3,2.5,0,2.5,0,0,5,5,0,0,Fall Armyworm,corn,1.33,Watchlist
municipality_year,2020,,,,,Cagayan,Baggao,11,11,341,0,341,0,0,19.4,40,0,0,Fall Armyworm,corn,8.26,Watchlist
municipality_year,2020,,,,,Cagayan,Buguey,5,5,13,0,13,0,0,30.4,74,0,1,Fall Armyworm,corn,7.94,Watchlist
municipality_year,2020,,,,,Cagayan,Enrile,20,20,277,0,277,0,0,37.65,90,0,7,Fall Armyworm,corn,11.13,Watchlist
municipality_year,2020,,,,,Cagayan,Gattaran,1,1,27.8,0,27.8,0,0,30,30,0,0,Fall Armyworm,corn,11,Watchlist
municipality_year,2020,,,,,Cagayan,Gonzaga,4,4,106.75,0,106.75,0,0,51,80,0,2,Fall Armyworm,corn,16.07,Watchlist
municipality_year,2020,,,,,Cagayan,Iguig,8,8,61.13,4,61.13,0,0,44.38,90,0,4,Fall Armyworm,corn,12.17,Watchlist
municipality_year,2020,,,,,Cagayan,Lal-lo,2,2,1.3,0,1.3,0,0,52.5,100,0,1,Fall Armyworm,corn,13.2,Watchlist
municipality_year,2020,,,,,Cagayan,Lasam,6,6,46,9,46,0,0,36.33,70,0,3,Fall Armyworm,corn,10.42,Watchlist
municipality_year,2020,,,,,Cagayan,Pe�a Blanca,4,4,51.5,0,51.5,0,0,31.5,80,0,1,Fall Armyworm,corn,9.47,Watchlist
