province,municipality,plans_projects_2025_count,plans_projects_2025_budget,plans_projects_2026_count,plans_projects_2026_budget,plans_projects_2027_count,plans_projects_2027_budget,plans_projects_total_count,plans_projects_total_budget,plans_projects_2027_physical_target,plans_rice_2027_budget,plans_corn_2027_budget,plans_hvc_2027_budget,plans_fmr_2027_count,plans_fmr_2027_budget,plans_fmr_2027_length_km,plans_irrigation_2027_count,plans_irrigation_2027_budget,plans_2027_programs,plans_source_files
Cagayan,Camalaniugan,1,144260.00,4,189260.00,15,158224.83,20,491744.83,9962.17,64555.51,1978.57,145.93,5,90000.00,6.00,0,0.00,Corn Program | Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Rice Program,all_programs_2027.xlsx | cagayan_1.xlsx
Cagayan,Claveria,0,0.00,0,0.00,9,52840.75,9,52840.75,1110.58,6400.00,0.00,145.93,1,43500.00,2.90,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Rice Program,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Enrile,0,0.00,1,13200.00,12,56103.25,13,69303.25,3126.41,0.00,0.00,858.43,3,50000.00,3.50,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP,all_programs_2027.xlsx | cagayan_3.xlsx
Cagayan,Gattaran,1,15000.00,13,190000.00,17,67698.86,31,272698.86,14291.09,64555.51,1978.57,145.93,0,0.00,0.00,0,0.00,4Ks | Corn Program | High Value Crops | OAP | Rice Program,all_programs_2027.xlsx | cagayan_1.xlsx
Cagayan,Gonzaga,0,0.00,2,30000.00,19,111920.29,21,141920.29,14166.59,64555.51,0.00,145.93,2,41000.00,2.70,0,0.00,4Ks | Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Rice Program,all_programs_2027.xlsx | cagayan_1.xlsx
Cagayan,Iguig,0,0.00,0,0.00,9,4053.40,9,4053.40,6076.74,0.00,0.00,1558.58,0,0.00,0.00,1,1250.00,High Value Crops | OAP | Research and Development (R4),all_programs_2027.xlsx
Cagayan,Lal-lo,2,20000.00,1,15000.00,15,69488.96,18,104488.96,13343.17,64555.51,1978.57,1410.06,0,0.00,0.00,0,0.00,Corn Program | High Value Crops | LIVESTOCK | OAP | Rice Program,all_programs_2027.xlsx | cagayan_1.xlsx
Cagayan,Lasam,1,10000.00,1,50000.00,11,60250.75,13,120250.75,1418.58,0.00,15010.00,145.93,3,45000.00,3.00,0,0.00,Corn Program | Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Pamplona,0,0.00,7,130000.00,10,22120.75,17,152120.75,1111.58,0.00,0.00,2145.93,1,15000.00,1.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | NUPAP | OAP,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Pe?ablanca,0,0.00,0,0.00,14,38148.40,14,38148.40,7151.74,0.00,0.00,6603.58,2,30000.00,2.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP,all_programs_2027.xlsx | cagayan_3.xlsx
Cagayan,Piat,0,0.00,0,0.00,9,16074.22,9,16074.22,2018.27,0.00,0.00,979.40,1,15000.00,1.00,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Rizal,3,36000.00,6,81000.00,11,17240.75,20,134240.75,1116.92,0.00,0.00,145.93,1,17000.00,1.10,0,0.00,Farm-to-Market Roads | High Value Crops | OAP | SAAD,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Sanchez Mira,1,10000.00,1,15000.00,16,37895.26,18,62895.26,5163.98,6400.00,0.00,145.93,1,27750.00,1.85,0,0.00,4Ks | Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Rice Program,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Santa Ana,0,0.00,2,30000.00,19,208245.79,21,238245.79,13555.59,64555.51,0.00,145.93,4,140100.00,9.34,0,0.00,4Ks | Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Rice Program,all_programs_2027.xlsx | cagayan_1.xlsx
Cagayan,Santa Praxedes,0,0.00,0,0.00,10,240.75,10,240.75,1116.92,0.00,0.00,145.93,0,0.00,0.00,0,0.00,High Value Crops | OAP | SAAD,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Santa Teresita,1,10888.00,1,15000.00,9,93546.26,11,119434.26,9835.67,64555.51,0.00,145.93,1,26100.00,1.74,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Rice Program,all_programs_2027.xlsx | cagayan_1.xlsx
Cagayan,Santo Ni?o (Faire),0,0.00,0,0.00,11,62074.22,11,62074.22,2019.27,0.00,0.00,979.40,2,58500.00,3.90,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP,all_programs_2027.xlsx | cagayan_2.xlsx
Cagayan,Solana,1,15000.00,3,45000.00,17,122308.40,21,182308.40,6179.74,0.00,0.00,1638.58,5,111225.00,7.41,1,2000.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Research and Development (R4),all_programs_2027.xlsx | cagayan_3.xlsx
Cagayan,Tuao,1,15000.00,1,15000.00,8,340690.75,10,370690.75,1106.41,0.00,0.00,145.93,1,15000.00,1.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP | Research and Development (R4),all_programs_2027.xlsx | cagayan_3.xlsx
Cagayan,Tuguegarao City (Capital),0,0.00,0,0.00,5,2858.61,5,2858.61,1105.20,0.00,0.00,113.79,0,0.00,0.00,0,0.00,High Value Crops | LIVESTOCK | OAP,all_programs_2027.xlsx
Isabela,Alicia,8,103900.00,4,60000.00,11,262982.13,23,426882.13,2.02,0.00,0.00,150.00,4,260332.13,15.78,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | PRDP,all_programs_2027.xlsx | isabela_3.xlsx
Isabela,Angadanan,2,30000.00,2,30000.00,12,39562.50,16,99562.50,2022.02,0.00,0.00,862.50,1,36000.00,2.40,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_3.xlsx
Isabela,Aurora,0,0.00,2,42500.00,12,19822.42,14,62322.42,4919.21,0.00,0.00,2122.42,1,15000.00,1.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,Benito Soliven,7,215400.00,5,65000.00,10,16484.33,22,296884.33,4.52,0.00,0.00,150.00,1,15000.00,1.00,0,0.00,Farm-to-Market Roads | High Value Crops | MCRA,all_programs_2027.xlsx | isabela_2.xlsx
Isabela,Burgos,1,10000.00,0,0.00,16,224550.00,17,234550.00,2.02,0.00,0.00,150.00,9,221700.00,14.78,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,Cabagan,8,135000.00,46,745150.00,11,34414.28,65,914564.28,1303.02,0.00,0.00,1770.00,1,30000.00,2.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | MCRA,all_programs_2027.xlsx | isabela_1.xlsx
Isabela,Cabatuan,1,15000.00,0,0.00,14,56693.27,15,71693.27,25204.69,0.00,0.00,7493.27,3,45000.00,3.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_3.xlsx
Isabela,City of Cauayan,11,120000.00,18,351400.00,13,171016.97,42,642416.97,4993.00,0.00,800.00,1412.65,7,165500.00,10.10,0,0.00,Corn Program | Farm-to-Market Roads | High Value Crops | LIVESTOCK | MCRA | PRDP,all_programs_2027.xlsx | isabela_6.xlsx
Isabela,City of Santiago,3,56000.00,7,128000.00,8,198263.92,18,382263.92,5071.00,0.00,0.00,1492.65,4,194071.27,10.18,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | PRDP,all_programs_2027.xlsx | isabela_4.xlsx
Isabela,Cordon,2,30000.00,7,107200.00,13,234550.00,22,371750.00,1.02,0.00,0.00,150.00,7,234400.00,12.96,0,0.00,Farm-to-Market Roads | High Value Crops | PRDP,all_programs_2027.xlsx | isabela_4.xlsx
Isabela,Delfin Albano (Magsaysay),0,0.00,0,0.00,6,150.00,6,150.00,1.02,0.00,0.00,150.00,0,0.00,0.00,0,0.00,High Value Crops,all_programs_2027.xlsx
Isabela,Dinapigue,0,0.00,0,0.00,14,53304.57,14,53304.57,3053.97,0.00,0.00,150.00,1,52665.00,1181.00,0,0.00,4Ks | High Value Crops | PRDP,all_programs_2027.xlsx | isabela_4.xlsx
Isabela,Divilacan,0,0.00,0,0.00,6,150.00,6,150.00,1.02,0.00,0.00,150.00,0,0.00,0.00,0,0.00,High Value Crops,all_programs_2027.xlsx
Isabela,Echague,3,25000.00,9,164250.00,8,287576.00,20,476826.00,2.02,0.00,0.00,150.00,1,284726.00,16.13,0,0.00,High Value Crops | LIVESTOCK | PRDP,all_programs_2027.xlsx | isabela_6.xlsx
Isabela,Gamu,1,76887.91,8,170000.00,13,117485.00,22,364372.91,207.02,5200.00,0.00,5150.00,4,109135.00,7.11,1,2000.00,Farm-to-Market Roads | High Value Crops | Rice Program,all_programs_2027.xlsx | isabela_2.xlsx
Isabela,Ilagan City (Capital),6,105000.00,75,1309847.60,8,60321.10,89,1475168.70,5062.83,0.00,333.33,2679.49,1,57000.00,3.80,0,0.00,Corn Program | Farm-to-Market Roads | High Value Crops | MCRA,all_programs_2027.xlsx | isabela_1.xlsx
Isabela,Jones,2,25000.00,18,266800.00,10,26306.25,30,318106.25,1012.02,0.00,0.00,506.25,1,23100.00,1.54,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_4.xlsx
Isabela,Luna,0,0.00,12,272500.00,14,20065.95,26,292565.95,4017.52,0.00,0.00,1288.95,1,18000.00,1.20,0,0.00,Farm-to-Market Roads | High Value Crops | SAAD,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,Maconacon,3,45000.00,4,60000.00,6,150.00,13,105150.00,1.02,0.00,0.00,150.00,0,0.00,0.00,0,0.00,High Value Crops,all_programs_2027.xlsx | isabela_1.xlsx
Isabela,Mallig,2,30000.00,4,85000.00,15,139760.42,21,254760.42,4920.71,0.00,0.00,2122.42,3,132088.00,6.12,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | PRDP,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,Naguilian,13,321350.00,5,90000.00,14,132014.00,32,543364.00,2.52,0.00,0.00,150.00,6,129000.00,8.60,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | MCRA,all_programs_2027.xlsx | isabela_2.xlsx
Isabela,Palanan,1,97500.00,1,35000.00,7,33150.00,9,165650.00,1.02,0.00,0.00,150.00,1,33000.00,1.60,0,0.00,Farm-to-Market Roads | High Value Crops,all_programs_2027.xlsx | isabela_2.xlsx
Isabela,Quezon,0,0.00,2,33000.00,11,25383.47,13,58383.47,913.71,0.00,0.00,2383.47,1,18000.00,1.20,1,1400.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,Quirino,0,0.00,1,40000.00,8,97650.00,9,137650.00,1.02,0.00,0.00,150.00,2,97500.00,6.50,0,0.00,Farm-to-Market Roads | High Value Crops,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,Ramon,7,95000.00,4,80000.00,18,447036.30,29,622036.30,609.48,0.00,0.00,705.65,8,441130.65,32.65,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | PRDP,all_programs_2027.xlsx | isabela_3.xlsx
Isabela,Reina Mercedes,0,0.00,4,40000.00,11,28000.61,15,68000.61,2487.02,0.00,0.00,856.33,2,27000.00,1.80,0,0.00,Farm-to-Market Roads | High Value Crops | MCRA,all_programs_2027.xlsx | isabela_2.xlsx
Isabela,Roxas,1,10000.00,0,0.00,20,86072.42,21,96072.42,5929.21,0.00,0.00,46172.42,1,35000.00,2.50,2,3600.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | NUPAP,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,San Agustin,0,0.00,3,35000.00,10,53850.00,13,88850.00,2.02,0.00,0.00,150.00,3,51000.00,3.40,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_4.xlsx
Isabela,San Guillermo,0,0.00,5,84750.00,10,115350.00,15,200100.00,3.02,0.00,0.00,150.00,2,110000.00,7.40,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_6.xlsx
Isabela,San Isidro,2,30000.00,3,50000.00,17,106366.00,22,186366.00,15.02,0.00,0.00,150.00,5,102000.00,5.80,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | PRDP | SAAD,all_programs_2027.xlsx | isabela_6.xlsx
Isabela,San Manuel,0,0.00,5,75000.00,11,25193.27,16,100193.27,25203.69,0.00,0.00,7493.27,1,15000.00,1.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_5.xlsx
Isabela,San Mariano,7,90000.00,2,60000.00,21,36679.56,30,186679.56,2221.92,0.00,0.00,150.00,1,30000.00,2.00,0,0.00,4Ks | Farm-to-Market Roads | High Value Crops | LIVESTOCK | MCRA,all_programs_2027.xlsx | isabela_2.xlsx
Isabela,San Mateo,1,15000.00,3,45000.00,16,114493.27,20,174493.27,25203.69,0.00,0.00,7493.27,6,105500.00,7.10,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_3.xlsx
Isabela,San Pablo,3,35000.00,10,197350.41,19,113249.15,32,345599.56,1176.30,0.00,333.33,150.00,3,108000.00,7.20,0,0.00,4Ks | Corn Program | Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_1.xlsx
Isabela,Santa Maria,4,75000.00,4,60000.00,8,44100.00,16,179100.00,1.02,0.00,0.00,150.00,2,43950.00,2.93,0,0.00,Farm-to-Market Roads | High Value Crops,all_programs_2027.xlsx | isabela_1.xlsx
Isabela,Santo Tomas,0,0.00,14,222750.00,6,150.00,20,222900.00,1.02,0.00,0.00,150.00,0,0.00,0.00,0,0.00,High Value Crops,all_programs_2027.xlsx | isabela_1.xlsx
Isabela,Tumauini,5,103000.00,44,670000.00,16,79722.82,65,852722.82,3869.35,0.00,333.33,4389.49,2,69000.00,4.70,0,0.00,Corn Program | Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | isabela_1.xlsx
Nueva Vizcaya,Alfonso Castaneda,0,0.00,1,15000.00,10,47028.51,11,62028.51,3204.03,0.00,0.00,3595.18,2,43400.00,2.80,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Ambaguio,0,0.00,0,0.00,7,61868.33,7,61868.33,5247.33,0.00,0.00,1060.00,2,59675.00,3.85,1,1100.00,Farm-to-Market Roads | HALAL | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Aritao,0,0.00,2,30000.00,11,61528.51,13,91528.51,3205.53,0.00,0.00,10345.18,2,51150.00,3.30,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Bagabag,5,115000.00,0,0.00,8,48292.72,13,163292.72,646.33,0.00,0.00,349.39,2,46810.00,3.02,1,1100.00,Farm-to-Market Roads | HALAL | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Bambang,1,10000.00,2,45000.00,14,48378.90,17,103378.90,16299.32,0.00,0.00,6805.57,2,41540.00,2.68,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Bayombong (Capital),0,0.00,3,65000.00,5,32683.33,8,97683.33,15.33,0.00,0.00,150.00,2,31000.00,2.00,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Diadi,0,0.00,0,0.00,4,44823.33,4,44823.33,14.33,0.00,0.00,150.00,2,44640.00,2.88,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Dupax del Norte,0,0.00,0,0.00,12,32337.82,12,32337.82,3181.95,0.00,0.00,150.00,2,31000.00,2.00,0,0.00,4Ks | Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Dupax del Sur,0,0.00,1,15000.00,16,83179.56,17,98179.56,11741.89,0.00,0.00,16946.23,2,65100.00,4.20,1,1100.00,Farm-to-Market Roads | HALAL | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Kasibu,1,10000.00,2,248756.00,10,36738.33,13,295494.33,5250.33,0.00,0.00,1060.00,2,33945.00,2.19,1,1100.00,Farm-to-Market Roads | HALAL | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Kayapa,1,15000.00,2,349482.00,22,129370.92,25,493852.92,14014.26,0.00,0.00,8818.10,2,118265.00,7.63,2,2500.00,4Ks | Farm-to-Market Roads | HALAL | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Quezon,0,0.00,0,0.00,4,37383.33,4,37383.33,14.33,0.00,0.00,150.00,2,37200.00,2.40,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Santa Fe,0,0.00,3,45000.00,8,63550.00,11,108550.00,7867.44,0.00,0.00,4616.67,2,58900.00,3.80,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Solano,0,0.00,0,0.00,4,33198.33,4,33198.33,14.33,0.00,0.00,150.00,2,33015.00,2.13,0,0.00,Farm-to-Market Roads | High Value Crops | OAP,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Nueva Vizcaya,Villaverde,0,0.00,1,15000.00,10,29735.72,11,44735.72,123.33,0.00,0.00,184.39,1,23250.00,1.50,0,0.00,Farm-to-Market Roads | High Value Crops | OAP | SAAD,all_programs_2027.xlsx | nueva_vizcaya.xlsx
Quirino,Aglipay,0,0.00,5,302775.00,6,77650.00,11,380425.00,2.00,0.00,0.00,150.00,4,76000.00,5.00,0,0.00,Farm-to-Market Roads | HALAL | High Value Crops,all_programs_2027.xlsx | quirino.xlsx
Quirino,Cabarroguis (Capital),5,90000.00,4,47702.00,4,33650.00,13,171352.00,2.00,0.00,0.00,150.00,2,32000.00,2.10,0,0.00,Farm-to-Market Roads | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | quirino.xlsx
Quirino,Diffun,4,90000.00,5,300728.47,12,158075.00,21,548803.47,79.50,0.00,0.00,150.00,4,138500.00,9.20,0,0.00,Farm-to-Market Roads | HALAL | High Value Crops | LIVESTOCK,all_programs_2027.xlsx | quirino.xlsx
Quirino,Maddela,1,15000.00,4,60335.00,8,101426.00,13,176761.00,651.00,0.00,0.00,960.00,5,100466.00,6.65,0,0.00,Farm-to-Market Roads | High Value Crops,all_programs_2027.xlsx | quirino.xlsx
Quirino,Nagtipunan,0,0.00,2,66115.00,20,95181.40,22,161296.40,4139.50,0.00,3500.00,150.00,5,83250.00,5.45,0,0.00,4Ks | Corn Program | Farm-to-Market Roads | HALAL | High Value Crops | MCRA,all_programs_2027.xlsx | quirino.xlsx
Quirino,Saguday,1,15000.00,2,30825.00,18,172565.32,21,218390.32,146.00,0.00,0.00,185.32,8,169425.00,11.20,0,0.00,Farm-to-Market Roads | High Value Crops | SAAD,all_programs_2027.xlsx | quirino.xlsx
