source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,result_level,pap_type,prexc_program,prexc_subprogram,indicator_id,indicator_level_1,indicator_level_2,indicator_level_3,indicator_specify_type,indicator_match_basis,result_chain,data_structure_note,activity,activity_context,original_activity,unit,physical_target,budget,original_physical_target,original_budget,target_count,target_scope,length_km,allocation_method,source_row,source_note
batanes.xlsx,FMR,Batanes,LONE,Itbayat,2025,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Concreting of Viewdeck- Sitio Pasduxan FMR,FMR,ITBAYAT,Sta. Rosa,,15000.00,,15000.00,1,Itbayat,1.00,direct municipality row,9,Concreting of Viewdeck- Sitio Pasduxan FMR
batanes.xlsx,FMR,Batanes,LONE,Uyugan,2025,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Concreting of Gi- Arani- Vadinaran FMR,FMR,UYUGAN,Kayuganan,,15000.00,,15000.00,1,Uyugan,1.00,direct municipality row,10,Concreting of Gi- Arani- Vadinaran FMR
batanes.xlsx,FMR,Batanes,LONE,Ivana,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Vatang-Matu FMR, Brgy. San Vicente, Ivana, Batanes",FMR,IVANA,San Vicente,,20000.00,,20000.00,1,Ivana,1.33,direct municipality row,13,"Concreting of Vatang-Matu FMR, Brgy. San Vicente, Ivana, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Itbayat,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Katuyan, Sta. Rosa FMR, Itbayat, Batanes",FMR,ITBAYAT,Sta. Rosa,,20000.00,,20000.00,1,Itbayat,1.00,direct municipality row,14,"Concreting of Katuyan, Sta. Rosa FMR, Itbayat, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Mahatao,2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Chaina-Tayaran-Gidem FMR, Phase III Brgy. Panatayan, Mahatao, Batanes",FMR,MAHATAO,Panatayan,,10000.00,,10000.00,1,Mahatao,0.50,direct municipality row,15,"Concreting of Chaina-Tayaran-Gidem FMR, Phase III Brgy. Panatayan, Mahatao, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Basco (Capital),2026,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Diajang to Divia FMR, Phase I , Brgy. San Antonio, Basco, Batanes",FMR,BASCO,San Antonio,,15000.00,,15000.00,1,Basco (Capital),0.50,direct municipality row,16,"Construction of Diajang to Divia FMR, Phase I , Brgy. San Antonio, Basco, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Basco (Capital),2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Charatayan-San Miguel Phase II FMR, Brgy. Kayvaluganan, Basco, Batanes",FMR,BASCO,Kayvaluganan,,7500.00,,7500.00,1,Basco (Capital),0.30,direct municipality row,19,"Construction of Charatayan-San Miguel Phase II FMR, Brgy. Kayvaluganan, Basco, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Basco (Capital),2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Vahangsien-Nayep Phase II FMR, Brgy. Kayhuvukan, Basco, Batanes",FMR,BASCO,Kayhuvukan,,12500.00,,12500.00,1,Basco (Capital),0.50,direct municipality row,20,"Construction of Vahangsien-Nayep Phase II FMR, Brgy. Kayhuvukan, Basco, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Basco (Capital),2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Diuran-Satuvang FMR, Brgy. Kayhuvukan, Basco, Batanes",FMR,BASCO,Kayhuvukan,,12500.00,,12500.00,1,Basco (Capital),0.50,direct municipality row,21,"Construction of Diuran-Satuvang FMR, Brgy. Kayhuvukan, Basco, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Mahatao,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Diseb-Tavadang FMR, Uvoy, Mahatao, Batanes",FMR,MAHATAO,Uvoy,,12500.00,,12500.00,1,Mahatao,0.50,direct municipality row,22,"Construction of Diseb-Tavadang FMR, Uvoy, Mahatao, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Ivana,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of San Felix-Racuj FMR, Brgy. Radiwan, Ivana, Batanes",FMR,IVANA,Radiwan,,12500.00,,12500.00,1,Ivana,0.50,direct municipality row,23,"Construction of San Felix-Racuj FMR, Brgy. Radiwan, Ivana, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Uyugan,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Sumanga-Chavuan FMR, Brgy. Kayvaluganan, Uyugan, Batanes",FMR,UYUGAN,Kayvaluganan,,16500.00,,16500.00,1,Uyugan,0.65,direct municipality row,24,"Construction of Sumanga-Chavuan FMR, Brgy. Kayvaluganan, Uyugan, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Uyugan,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Chingteb-Babal FMR Phase III FMR, Brgy. Imnajbu, Uyugan, Isabela",FMR,UYUGAN,Imnajbu,,21000.00,,21000.00,1,Uyugan,0.84,direct municipality row,25,"Construction of Chingteb-Babal FMR Phase III FMR, Brgy. Imnajbu, Uyugan, Isabela"
batanes.xlsx,FMR,Batanes,LONE,Itbayat,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Iñas-Vugayong FMR, Brgy. Sta. Maria, Itbayat, Batanes",FMR,ITBAYAT,Sta. Maria,,22500.00,,22500.00,1,Itbayat,0.90,direct municipality row,26,"Construction of Iñas-Vugayong FMR, Brgy. Sta. Maria, Itbayat, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Sabtang,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,"Matched activity/unit terms: CONCRETING, FMR",Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Concreting of Supi-Iraya FMR, Brgy. Sinakan, Sabtang, Batanes",FMR,SABTANG,Sinakan,,25000.00,,25000.00,1,Sabtang,1.00,direct municipality row,27,"Concreting of Supi-Iraya FMR, Brgy. Sinakan, Sabtang, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Itbayat,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Yawran-Riñwan FMR, Brgy. San Rafael, Itbayat, Batanes",FMR,ITBAYAT,San Rafael,,12500.00,,12500.00,1,Itbayat,0.50,direct municipality row,28,"Construction of Yawran-Riñwan FMR, Brgy. San Rafael, Itbayat, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Sabtang,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Satuvang-Chaninu, Brgy. Savidug FMR Phase III, Brgy. Savidug, Sabtang, Batanes",FMR,SABTANG,Savidug,,16000.00,,16000.00,1,Sabtang,0.50,direct municipality row,32,"Construction of Satuvang-Chaninu, Brgy. Savidug FMR Phase III, Brgy. Savidug, Sabtang, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Sabtang,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Sitio Riwas-Roro Port, Brgy. Malakdang FMR, Brgy. Malakdang, Sabtang, Batanes",FMR,SABTANG,Malakdang,,13500.00,,13500.00,1,Sabtang,0.50,direct municipality row,33,"Construction of Sitio Riwas-Roro Port, Brgy. Malakdang FMR, Brgy. Malakdang, Sabtang, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Itbayat,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Aran-an-Kaysaysakan, Raele FMR, Brgy. Raele, Itbayat, Batanes",FMR,Itbayat,Raele,,23400.00,,23400.00,1,Itbayat,1.00,direct municipality row,34,"Construction of Aran-an-Kaysaysakan, Raele FMR, Brgy. Raele, Itbayat, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Itbayat,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Camaya-Ripused, Sta. Lucia FMR, Brgy. Sta. Lucia, Itbayat, Batanes",FMR,Itbayat,Sta. Lucia,,25700.00,,25700.00,1,Itbayat,1.10,direct municipality row,35,"Construction of Camaya-Ripused, Sta. Lucia FMR, Brgy. Sta. Lucia, Itbayat, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Uyugan,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Chanalan-Mahedhed, Brgy. Kayvaluganan FMR, Brgy. Kayvaluganan, Uyugan, Batanes",FMR,Uyugan,Kayvaluganan,,49000.00,,49000.00,1,Uyugan,0.77,direct municipality row,36,"Construction of Chanalan-Mahedhed, Brgy. Kayvaluganan FMR, Brgy. Kayvaluganan, Uyugan, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Basco (Capital),2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Chinteb-Chahayan FMR, Brgy. San Antonio, Basco, Batanes",FMR,BASCO,San Antonio,,19500.00,,19500.00,1,Basco (Capital),0.50,direct municipality row,37,"Construction of Chinteb-Chahayan FMR, Brgy. San Antonio, Basco, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Basco (Capital),2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Sapuno-Malakdang FMR, Brgy. Kayvaluganan, Basco, Batanes",FMR,BASCO,Kayvaluganan,,21500.00,,21500.00,1,Basco (Capital),0.50,direct municipality row,38,"Construction of Sapuno-Malakdang FMR, Brgy. Kayvaluganan, Basco, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Uyugan,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Chingteb-Babal FMR Phase III, Brgy Imnajbu, Uyugan, Batanes",FMR,UYUGAN,Imnajbu,,46200.00,,46200.00,1,Uyugan,0.84,direct municipality row,39,"Construction of Chingteb-Babal FMR Phase III, Brgy Imnajbu, Uyugan, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Ivana,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Nakurang-Tukon-Chatujian, Brgy Radiwan FMR Phase IV, Brgy. Radiwan, Ivana, Batanes",FMR,IVANA,Radiwan,,48000.00,,48000.00,1,Ivana,1.00,direct municipality row,40,"Construction of Nakurang-Tukon-Chatujian, Brgy Radiwan FMR Phase IV, Brgy. Radiwan, Ivana, Batanes"
batanes.xlsx,FMR,Batanes,LONE,Ivana,2027,Farm-to-Market Roads,,Market Development Services,Other Functions,Market Development Services,Operational output,Project,Other Functions,Market Development Services,,Infrastructure projects completed,Farm-to-market roads constructed/rehabilitated,FMR length or project count,,Matched activity/unit terms: FMR,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.","Construction of Sivukot-Aramain, Brgy Tuhel FMR, Brgy. Tubel, Ivana, Batanes",FMR,IVANA,Tuhel,,39120.00,,39120.00,1,Ivana,0.82,direct municipality row,41,"Construction of Sivukot-Aramain, Brgy Tuhel FMR, Brgy. Tubel, Ivana, Batanes"
batanes.xlsx,SAAD,Batanes,LONE,Itbayat,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.1 Beneficiary Profiling conducted,SAAD,c.1 Beneficiary Profiling conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,18,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Uyugan,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.1 Beneficiary Profiling conducted,SAAD,c.1 Beneficiary Profiling conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,18,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Ivana,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.1 Beneficiary Profiling conducted,SAAD,c.1 Beneficiary Profiling conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,18,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Basco (Capital),2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.1 Beneficiary Profiling conducted,SAAD,c.1 Beneficiary Profiling conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,18,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Itbayat,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.2 Database Uploading conducted,SAAD,c.2 Database Uploading conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,19,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Uyugan,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.2 Database Uploading conducted,SAAD,c.2 Database Uploading conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,19,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Ivana,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.2 Database Uploading conducted,SAAD,c.2 Database Uploading conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,19,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Basco (Capital),2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",c.2 Database Uploading conducted,SAAD,c.2 Database Uploading conducted,group,1.00,0.00,4.00,0.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,19,"Basco, Ivana, Itbayat, Uyugan           "
batanes.xlsx,SAAD,Batanes,LONE,Itbayat,2027,SAAD,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Market development services provided,Market linkage and promotion services provided,Market events/linkages/beneficiaries served,,Matched activity/unit terms: GROUP,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",2.1 HVC-based Project distributed,SAAD,2.1 HVC-based Project distributed,group,1.00,388.75,4.00,1555.00,4,"Basco, Ivana, Itbayat, Uyugan           ",,remarks municipality split,22,"Basco, Ivana, Itbayat, Uyugan           "
