source_file,sheet,province,district,municipality,year,program,commodity,office_function,tier_1,tier_2,result_level,pap_type,prexc_program,prexc_subprogram,indicator_id,indicator_level_1,indicator_level_2,indicator_level_3,indicator_specify_type,indicator_match_basis,result_chain,data_structure_note,activity,activity_context,original_activity,unit,physical_target,budget,original_physical_target,original_budget,target_count,target_scope,length_km,allocation_method,source_row,source_note
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Roxas,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Mungbean - Area Planted,Mungbean - Area Planted,Mungbean - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Mungbean - Area Planted,Mungbean,Area Planted,hectare,80.62,0.00,645.00,0.00,8,DISTRICT 5,,district column municipalities split,38,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,San Manuel,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Mungbean - Area Planted,Mungbean - Area Planted,Mungbean - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Mungbean - Area Planted,Mungbean,Area Planted,hectare,80.62,0.00,645.00,0.00,8,DISTRICT 5,,district column municipalities split,38,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Aurora,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Procured,Red Onion - Procured,Red Onion - Procured_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Procured,Red Onion,Procured,kilogram,75.00,750.00,300.00,3000.00,4,DISTRICT 5,,district column municipalities split,70,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Burgos,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Procured,Red Onion - Procured,Red Onion - Procured_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Procured,Red Onion,Procured,kilogram,75.00,750.00,300.00,3000.00,4,DISTRICT 5,,district column municipalities split,70,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Luna,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Procured,Red Onion - Procured,Red Onion - Procured_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Procured,Red Onion,Procured,kilogram,75.00,750.00,300.00,3000.00,4,DISTRICT 5,,district column municipalities split,70,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Mallig,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Procured,Red Onion - Procured,Red Onion - Procured_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Procured,Red Onion,Procured,kilogram,75.00,750.00,300.00,3000.00,4,DISTRICT 5,,district column municipalities split,70,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Aurora,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Burgos,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Luna,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Mallig,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quezon,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quirino,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Roxas,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,San Manuel,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Red Onion - Distributed,Red Onion - Distributed,Red Onion - Distributed_kilogram,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Distributed,Red Onion,Distributed,kilogram,37.50,0.00,300.00,0.00,8,DISTRICT 5,,district column municipalities split,72,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Aurora,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Burgos,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Luna,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Mallig,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quezon,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quirino,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Roxas,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,San Manuel,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Red Onion - Area Planted,Red Onion - Area Planted,Red Onion - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Red Onion - Area Planted,Red Onion,Area Planted,hectare,9.38,0.00,75.00,0.00,8,DISTRICT 5,,district column municipalities split,73,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Aurora,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Procured,Bamboo,Procured,piece,1000.00,500.00,1000.00,500.00,1,DISTRICT 5,,district column municipalities split,141,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Aurora,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Burgos,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Luna,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Mallig,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quezon,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quirino,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Roxas,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,San Manuel,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Activity,Technical Support Services,Production Support Services,,Seeds and planting materials distributed,Seeds/seedlings/planting materials distributed,Seeds and planting materials distributed,HVCDP,Matched activity/unit terms: PIECE,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Distributed,Bamboo,Distributed,piece,125.00,0.00,1000.00,0.00,8,DISTRICT 5,,district column municipalities split,143,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Aurora,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Bamboo - Area Planted,Bamboo - Area Planted,Bamboo - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Area Planted,Bamboo,Area Planted,hectare,0.25,0.00,2.00,0.00,8,DISTRICT 5,,district column municipalities split,144,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Burgos,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Bamboo - Area Planted,Bamboo - Area Planted,Bamboo - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Area Planted,Bamboo,Area Planted,hectare,0.25,0.00,2.00,0.00,8,DISTRICT 5,,district column municipalities split,144,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Luna,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Bamboo - Area Planted,Bamboo - Area Planted,Bamboo - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Area Planted,Bamboo,Area Planted,hectare,0.25,0.00,2.00,0.00,8,DISTRICT 5,,district column municipalities split,144,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Mallig,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Bamboo - Area Planted,Bamboo - Area Planted,Bamboo - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Area Planted,Bamboo,Area Planted,hectare,0.25,0.00,2.00,0.00,8,DISTRICT 5,,district column municipalities split,144,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quezon,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Bamboo - Area Planted,Bamboo - Area Planted,Bamboo - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Area Planted,Bamboo,Area Planted,hectare,0.25,0.00,2.00,0.00,8,DISTRICT 5,,district column municipalities split,144,ISABELA DISTRICT 5 FY 2027 HVCDP district column
fy_2027_hvcdp.xlsx,ISABELA,Isabela,5,Quirino,2027,High Value Crops,,Production Support Services,Technical Support Services,Production Support Services,Operational output,Program,Technical Support Services,Production Support Services,,Bamboo - Area Planted,Bamboo - Area Planted,Bamboo - Area Planted_hectare,HVCDP,No direct indicator keyword match; grouped by extracted activity and unit.,Outcome framework -> PREXC/OPIF program -> PAP -> operational output -> performance indicator,"Grouped using OPIF/PREXC guidance and the relevant-indicators workbook fields: PREXC Program, PREXC Sub-Program, PI Level 1, PI Level 2, PI Level 3, Unit.",Bamboo - Area Planted,Bamboo,Area Planted,hectare,0.25,0.00,2.00,0.00,8,DISTRICT 5,,district column municipalities split,144,ISABELA DISTRICT 5 FY 2027 HVCDP district column
